Date,Price
05-Aug-2022,"52,301.0"
08-Aug-2022,"52,288.0"
09-Aug-2022,"52,489.0"
10-Aug-2022,"52,241.0"
11-Aug-2022,"52,336.0"
12-Aug-2022,"52,585.0"
16-Aug-2022,"51,837.0"
17-Aug-2022,"51,543.0"
18-Aug-2022,"51,603.0"
19-Aug-2022,"51,479.0"
22-Aug-2022,"51,163.0"
23-Aug-2022,"51,417.0"
24-Aug-2022,"51,439.0"
25-Aug-2022,"51,702.0"
26-Aug-2022,"51,238.0"
29-Aug-2022,"51,250.0"
30-Aug-2022,"50,737.0"
31-Aug-2022,"50,414.0"
01-Sep-2022,"50,070.0"
02-Sep-2022,"50,368.0"
05-Sep-2022,"50,433.0"
06-Sep-2022,"50,281.0"
07-Sep-2022,"50,506.0"
08-Sep-2022,"50,356.0"
09-Sep-2022,"50,529.0"
12-Sep-2022,"50,631.0"
13-Sep-2022,"50,138.0"
14-Sep-2022,"50,018.0"
15-Sep-2022,"49,312.0"
16-Sep-2022,"49,380.0"
19-Sep-2022,"49,302.0"
20-Sep-2022,"49,175.0"
21-Sep-2022,"49,443.0"
22-Sep-2022,"50,000.0"
23-Sep-2022,"49,401.0"
26-Sep-2022,"49,150.0"
27-Sep-2022,"49,319.0"
28-Sep-2022,"49,750.0"
29-Sep-2022,"49,994.0"
30-Sep-2022,"50,094.0"
03-Oct-2022,"50,165.0"
04-Oct-2022,"51,070.0"
05-Oct-2022,"51,692.0"
06-Oct-2022,"51,972.0"
07-Oct-2022,"51,960.0"
10-Oct-2022,"51,023.0"
11-Oct-2022,"51,096.0"
12-Oct-2022,"50,905.0"
13-Oct-2022,"50,884.0"
14-Oct-2022,"50,280.0"
17-Oct-2022,"50,473.0"
18-Oct-2022,"50,414.0"
19-Oct-2022,"50,199.0"
20-Oct-2022,"50,143.0"
21-Oct-2022,"50,626.0"
24-Oct-2022,"50,580.0"
25-Oct-2022,"50,633.0"
26-Oct-2022,"50,687.0"
27-Oct-2022,"50,737.0"
28-Oct-2022,"50,230.0"
31-Oct-2022,"50,322.0"
01-Nov-2022,"50,502.0"
02-Nov-2022,"50,606.0"
03-Nov-2022,"50,184.0"
04-Nov-2022,"50,866.0"
07-Nov-2022,"50,927.0"
08-Nov-2022,"51,630.0"
09-Nov-2022,"51,506.0"
10-Nov-2022,"52,109.0"
11-Nov-2022,"52,334.0"
14-Nov-2022,"52,718.0"
15-Nov-2022,"52,745.0"
16-Nov-2022,"53,062.0"
17-Nov-2022,"52,843.0"
18-Nov-2022,"52,649.0"
21-Nov-2022,"52,292.0"
22-Nov-2022,"52,289.0"
23-Nov-2022,"52,451.0"
24-Nov-2022,"52,671.0"
25-Nov-2022,"52,544.0"
28-Nov-2022,"52,173.0"
29-Nov-2022,"52,308.0"
30-Nov-2022,"52,480.0"
01-Dec-2022,"53,238.0"
02-Dec-2022,"53,265.0"
05-Dec-2022,"53,463.0"
06-Dec-2022,"53,760.0"
07-Dec-2022,"53,987.0"
08-Dec-2022,"54,051.0"
09-Dec-2022,"54,295.0"
12-Dec-2022,"54,132.0"
13-Dec-2022,"54,743.0"
14-Dec-2022,"54,674.0"
15-Dec-2022,"54,107.0"
16-Dec-2022,"54,300.0"
19-Dec-2022,"54,260.0"
20-Dec-2022,"54,898.0"
21-Dec-2022,"55,071.0"
22-Dec-2022,"54,521.0"
23-Dec-2022,"54,574.0"
26-Dec-2022,"54,677.0"
27-Dec-2022,"54,997.0"
28-Dec-2022,"54,761.0"
29-Dec-2022,"54,971.0"
30-Dec-2022,"55,017.0"
02-Jan-2023,"55,178.0"
03-Jan-2023,"55,530.0"
04-Jan-2023,"55,767.0"
